,Company,rating,reviews,place,company type,old
6964,Glen Appliances,4.0,(62 Reviews),"Faridabad,Haryana + 16 more",Private,23 years old
6965,Bagzone Lifestyl...,4.2,(62 Reviews),"Mumbai,Maharashtra + 12 more",Private,12 years old
6966,Atcis Technology,4.1,(62 Reviews),Kolkata + 2 more,Private,9 years old
6967,Sri Sri Ravishan...,4.2,(62 Reviews),23 years old,"Bangalore/Bengaluru,Karnataka + 13 more",201-500 Employees (India)
6968,MGNREGA,3.7,(62 Reviews),31 years old,New Delhi + 27 more,501-1k Employees (India)
6969,InfinityLabs,3.3,(62 Reviews),"Pune,Maharashtra + 8 more",Private,8 years old
6970,Mother’s Pride,3.9,(62 Reviews),"Delhi/NCR,New Delhi + 12 more",Private,26 years old
6971,N.K. Realtors,4.0,(62 Reviews),"Kolkata,West Bengal + 1 more",Private,35 years old
6972,Xpitax Solutions,3.9,(62 Reviews),Chennai + 1 more,Private,16 years old
6973,Eldeco Infrastru...,4.3,(62 Reviews),"Delhi/NCR,New Delhi + 8 more",Private,47 years old
6974,East India Techn...,3.4,(62 Reviews),Bengaluru + 5 more,Private,33 years old
6975,TimesPro,3.3,(62 Reviews),6 years old,"Gurgaon/Gurugram,Haryana + 16 more",201-500 Employees (Global)
6976,Ukay Metal Indus...,3.5,(62 Reviews),34 years old,Nasik + 4 more,501-1k Employees (India)
6977,Infoesearch Ites,3.6,(62 Reviews),15 years old,Hyderabad + 2 more,51-200 Employees (India)
6978,Atlas Cycles,4.4,(62 Reviews),Sahibabad + 3 more,Public,71 years old
6979,Jawad Business G...,3.8,(62 Reviews),62 years old,Manama + 10 more,
6980,Ajmal Perfumes,3.8,(62 Reviews),71 years old,Dubai + 14 more,501-1k Employees (Global)
6981,Naga,3.9,(62 Reviews),"Hamburg,Hamburg + 6 more",Public,60 years old
6982,Quality Council ...,3.7,(62 Reviews),"Delhi/NCR,Delhi + 5 more",Public,25 years old
6983,The George Teleg...,3.6,(62 Reviews),102 years old,"Kolkata,West Bengal + 14 more",51-200 Employees (India)
6984,Strabag,4.3,(62 Reviews),187 years old,Vienna + 9 more,51-200 Employees (India)
6985,TI Automotive,4.0,(62 Reviews),Oxford + 10 more,Private,22 years old
6986,Primeone Workfor...,3.9,(62 Reviews),Bhopal + 16 more,Private,17 years old
6987,JK Trust Gram Vi...,4.6,(62 Reviews),Thane + 25 more,Private,77 years old
6988,Dai Ichi,3.6,(62 Reviews),62 years old,"Mumbai,Maharashtra + 6 more",501-1k Employees (India)
6989,Adyard Abudhabi ...,4.5,(62 Reviews),26 years old,Abu Dhabi + 5 more,1k-5k Employees (Global)
6990,Mother’s Pride,3.9,(62 Reviews),"Delhi/NCR,New Delhi + 12 more",Private,26 years old
6991,TI Automotive,4.0,(62 Reviews),Oxford + 10 more,Private,22 years old
6992,Wadia Techno-Eng...,3.9,(62 Reviews),62 years old,"Mumbai,Maharashtra + 18 more",51-200 Employees (India)
6993,Integrated Perso...,3.5,(62 Reviews),18 years old,Mumbai + 19 more,51-200 Employees (India)
6994,Ajmal Perfumes,3.8,(62 Reviews),71 years old,Dubai + 14 more,501-1k Employees (Global)
6995,MIC Electronics,3.0,(62 Reviews),Hyderabad + 18 more,Public,34 years old
6996,Swarovski,3.9,(62 Reviews),"Wattens,Austria + 13 more",Private,127 years old
6997,BSL,4.1,(62 Reviews),Bhilwara + 10 more,Public,51 years old
6998,Unitech Machines,3.8,(62 Reviews),Gurgaon + 9 more,Private,36 years old
6999,N.K. Realtors,4.0,(62 Reviews),"Kolkata,West Bengal + 1 more",Private,35 years old
7000,Anjani Technopla...,3.1,(62 Reviews),"Greater Noida,Uttar Pradesh + 1 more",Private,34 years old
7001,Rishabh Software,4.1,(62 Reviews),"Vadodara/Baroda,Gujarat",Private,23 years old
7002,Excel Industries,4.3,(62 Reviews),"Mumbai,Maharashtra + 12 more",Public,81 years old
7003,InfinityLabs,3.3,(62 Reviews),"Pune,Maharashtra + 8 more",Private,8 years old
7004,Medfin India,4.2,(62 Reviews),6 years old,"Bangalore,Karnataka + 3 more",51-200 Employees (India)
7005,City Hospital,3.9,(62 Reviews),Bengaluru + 17 more,Private,501-1k Employees (Global)
7006,CC India,3.8,(62 Reviews),Bangalore + 15 more,Private,55 years old
7007,ARK Infosolution...,3.8,(62 Reviews),10 years old,"Mumbai,Maharashtra + 8 more",201-500 Employees (India)
7008,Cambridge Intern...,3.9,(62 Reviews),Nawanshahr + 16 more,Private,9 years old
7009,JK Trust Gram Vi...,4.6,(62 Reviews),Thane + 25 more,Private,77 years old
7010,Dai Ichi,3.6,(62 Reviews),62 years old,"Mumbai,Maharashtra + 6 more",501-1k Employees (India)
7011,Naga,3.9,(62 Reviews),"Hamburg,Hamburg + 6 more",Public,60 years old
7012,Quality Council ...,3.7,(62 Reviews),"Delhi/NCR,Delhi + 5 more",Public,25 years old
7013,The George Teleg...,3.6,(62 Reviews),102 years old,"Kolkata,West Bengal + 14 more",51-200 Employees (India)
7014,TimesPro,3.3,(62 Reviews),6 years old,"Gurgaon/Gurugram,Haryana + 16 more",201-500 Employees (Global)
7015,Ukay Metal Indus...,3.5,(62 Reviews),34 years old,Nasik + 4 more,501-1k Employees (India)
7016,Eldeco Infrastru...,4.3,(62 Reviews),"Delhi/NCR,New Delhi + 8 more",Private,47 years old
7017,Jawad Business G...,3.8,(62 Reviews),62 years old,Manama + 10 more,
7018,Nijji Healthcare,3.9,(62 Reviews),9 years old,Kolkata + 14 more,201-500 Employees (India)
7019,Decon Telecom So...,3.3,(62 Reviews),29 years old,Gurgaon + 14 more,201-500 Employees (Global)
7020,Tamilnadu Petrop...,4.1,(62 Reviews),"Chennai,Tamil Nadu",Public,38 years old
7021,East India Techn...,3.4,(62 Reviews),Bengaluru + 5 more,Private,33 years old
7022,S K Patodia & As...,3.9,(62 Reviews),30 years old,Mumbai + 14 more,201-500 Employees (Global)
7023,Poddar Tyres,3.4,(62 Reviews),Mumbai + 12 more,Public,41 years old
7024,SHOP CJ Network,3.3,(62 Reviews),Mumbai + 8 more,Private,14 years old
7025,Eglo India,3.5,(62 Reviews),Pill + 2 more,Private,53 years old
7026,Lonsen Kiri Chem...,4.0,(62 Reviews),Ahemdabad + 2 more,Private,24 years old
7027,Karnataka Power ...,4.3,(62 Reviews),52 years old,Bengaluru + 6 more,5k-10k Employees (Global)
7028,Dr. Willmar Schw...,3.9,(62 Reviews),Karlsruhe + 8 more,Private,156 years old
7029,New Swan Multite...,3.8,(62 Reviews),Ludhiana + 2 more,Private,13 years old
7030,PATH India,4.4,(62 Reviews),51-200 Employees (India),New Delhi + 15 more,
7031,No Broker Techno...,3.2,(62 Reviews),8 years old,Bengaluru + 9 more,1k-5k Employees (Global)
7032,e-Solutions,3.6,(62 Reviews),San Jose + 10 more,Private,19 years old
7033,Bhilai Iron And ...,4.2,(62 Reviews),Bhilai + 3 more,Private,14 years old
7034,VAR Facility Man...,4.4,(62 Reviews),Bengaluru + 4 more,Private,15 years old
7035,CADS Software,3.9,(62 Reviews),"Chennai,Tamil Nadu + 2 more",Private,26 years old
7036,GoMechanic,3.9,(62 Reviews),6 years old,"Gurgaon,Haryana + 13 more",201-500 Employees (India)
7037,Suncity Projects,3.9,(62 Reviews),"Gurgaon/Gurugram,Haryana + 9 more",Private,26 years old
7038,Moody's Analytic...,3.1,(62 Reviews),20 years old,Gurugram + 2 more,1k-5k Employees (Global)
7039,Tata Trusts,4.2,(62 Reviews),Mumbai + 22 more,Private,130 years old
7040,Enka Insaat Ve S...,4.3,(62 Reviews),65 years old,Istanbul + 6 more,201-500 Employees (India)
7041,Agriculture Depa...,4.0,(62 Reviews),,Pune + 31 more,
7042,Uniqlo,3.6,(62 Reviews),51-200 Employees (India),New Delhi + 2 more,
7043,Vitesco Technolo...,4.3,(62 Reviews),17 years old,"Hannover,Lower Saxony + 2 more",51-200 Employees (India)
7044,Hitachi MGRM Net,3.9,(62 Reviews),4 years old,New Delhi + 4 more,1k-5k Employees (India)
7045,Bounce,3.8,(62 Reviews),8 years old,"Bangalore,Karnataka + 3 more",501-1k Employees (India)
7046,Morris Garages,4.2,(62 Reviews),1k-5k Employees (Global),Halol + 22 more,
7047,RLabs Enterprise...,3.7,(62 Reviews),9 years old,"Hyderabad/Secunderabad,Telangana + 9 more",201-500 Employees (India)
7048,Any Construction,3.6,(62 Reviews),11-50 Employees (Global),Hyderabad/Secunderabad + 25 more,
7049,Vogo Automotive,3.7,(62 Reviews),"Montpellier,Herault + 4 more",Private,6 years old
7050,Asmitha Microfin...,4.7,(62 Reviews),Hyderabad + 27 more,Public,20 years old
7051,PP Rolling Mills,4.3,(62 Reviews),Faridabad + 3 more,Private,75 years old
7052,Extinct Fire Eng...,3.9,(62 Reviews),32 years old,"Mumbai,Maharashtra + 3 more",51-200 Employees (India)
7053,Liebherr,3.8,(62 Reviews),"Aurangabad,Maharashtra + 7 more",Private,9 years old
7054,John Crane Seali...,3.5,(62 Reviews),"Chicago,Illinois + 2 more",Private,10 years old
7055,Vee Gee Industri...,3.8,(61 Reviews),Faridabad + 2 more,Private,15 years old
7056,NU Hospitals,3.5,(61 Reviews),23 years old,"Bangalore/Bengaluru,Karnataka + 1 more",201-500 Employees (India)
7057,Inventys Researc...,3.5,(61 Reviews),Mumbai + 2 more,Private,16 years old
7058,Ghaziabad Precis...,3.6,(61 Reviews),34 years old,Ghaziabad + 7 more,501-1k Employees (India)
7059,Galaxy Toyota,4.0,(61 Reviews),17 years old,New Delhi + 1 more,501-1k Employees (Global)
7060,Apollo Pipes,3.8,(61 Reviews),"Delhi/NCR,New Delhi + 15 more",Public,22 years old
7061,ESSPL,4.2,(61 Reviews),"Bhubaneswar,Odisha",Private,24 years old
7062,IG Petrochemical...,3.5,(61 Reviews),"Mumbai,Maharashtra + 5 more",Public,34 years old
7063,Click Labs,3.1,(61 Reviews),"Chandigarh,Union Territory Of Chandigarh + 2 more",Private,11 years old
7064,Refex Energy,3.2,(61 Reviews),Mumbai + 12 more,Private,14 years old
7065,Sanghi Brothers,3.7,(61 Reviews),Indore + 4 more,Private,72 years old
7066,Shri Venkateshwa...,4.3,(61 Reviews),"Gajraula,Uttar Pradesh + 12 more",Private,12 years old
7067,Power2sme,4.2,(61 Reviews),"Gurgaon,Haryana + 8 more",Private,10 years old
7068,Lilliput Kidswea...,4.4,(61 Reviews),New Delhi + 19 more,Private,31 years old
7069,Infinity Data Te...,2.9,(61 Reviews),"Rockville,Maryland + 4 more",Private,19 years old
7070,Waste Management,4.3,(61 Reviews),Houston + 8 more,Private,54 years old
7071,Jash Engineering,4.2,(61 Reviews),"Indore,Madhya Pradesh + 2 more",Public,74 years old
7072,Site Engineering,3.8,(61 Reviews),Atlanta + 21 more,Private,37 years old
7073,Golden Star Faci...,4.5,(61 Reviews),Hyderabad + 9 more,Private,14 years old
7074,Marc Enterprises,3.6,(61 Reviews),New Delhi + 6 more,Private,41 years old
7075,CREW(P)LTD,4.3,(61 Reviews),Chennai + 8 more,Private,38 years old
7076,Apeejay School,3.5,(61 Reviews),,New Delhi + 9 more,
7077,Six Sigma Soft S...,3.1,(61 Reviews),22 years old,"Chennai,Tamil Nadu + 16 more",51-200 Employees (India)
7078,Allana Group of ...,3.7,(61 Reviews),"Mumbai,Maharashtra + 13 more",Private,157 years old
7079,Propel Industrie...,3.7,(61 Reviews),13 years old,"Coimbatore,Tamil Nadu + 5 more",201-500 Employees (India)
7080,Dr. Sulaiman Al ...,3.6,(61 Reviews),27 years old,Riyadh + 6 more,
7081,Maya Academy of ...,3.5,(61 Reviews),21 years old,Mumbai + 21 more,
7082,Paramount Produc...,3.9,(61 Reviews),49 years old,New Delhi + 1 more,51-200 Employees (India)
7083,Knowledge Podium...,2.8,(61 Reviews),Dehradun + 3 more,Private,11 years old
7084,LabCorp,4.4,(61 Reviews),,Burlington + 5 more,
7085,Farnek Averial,4.2,(61 Reviews),42 years old,Dubai + 3 more,5k-10k Employees (Global)
7086,DigiCaptions Ind...,3.5,(61 Reviews),Pune,Private,107 years old
7087,Aster (India),4.0,(61 Reviews),New Delhi + 11 more,Private,32 years old
7088,HiRePro Consulti...,4.3,(61 Reviews),Bengaluru + 8 more,Private,19 years old
7089,Jindal ITF,4.3,(61 Reviews),New Delhi + 11 more,Public,15 years old
7090,Amplifon,3.4,(61 Reviews),"Milan,Milan + 20 more",Private,72 years old
7091,Smart Works,3.6,(61 Reviews),"Delhi,NCT + 10 more",Private,6 years old
7092,OneMain Financia...,3.2,(61 Reviews),Baltimore + 29 more,Private,68 years old
7093,Aggreko,4.6,(61 Reviews),Glasgow + 12 more,Private,60 years old
7094,PizzaExpress,4.5,(61 Reviews),London + 9 more,Private,57 years old
7095,Teamglobal Logis...,4.0,(61 Reviews),Mumbai + 13 more,Private,17 years old
7096,WHSmith,4.2,(61 Reviews),Swindon + 12 more,Private,230 years old
7097,A.M. MOTORS,4.3,(61 Reviews),Noida + 7 more,Private,22 years old
7098,Transact Global,3.7,(61 Reviews),Bengaluru + 1 more,Private,14 years old
7099,Supreme Group,3.8,(61 Reviews),Dubai + 16 more,Private,65 years old
7100,Smile Electronic...,2.9,(61 Reviews),24 years old,"Bangalore/Bengaluru,Karnataka",201-500 Employees (India)
7101,Brindavan Agro I...,3.9,(61 Reviews),Agra + 6 more,Private,501-1k Employees (India)
7102,Multani Pharmace...,4.1,(61 Reviews),New Delhi + 6 more,Private,36 years old
7103,Betsol,3.9,(61 Reviews),"Broomfield,Colorado + 1 more",Private,20 years old
7104,Wabtec,4.0,(61 Reviews),"Wilmerding,Pennsylvania + 7 more",Private,150 years old
7105,Biotech Vision C...,3.5,(61 Reviews),"Bodakdev,Gujarat + 10 more",Private,23 years old
7106,Ramraj Cotton,4.3,(61 Reviews),"Tirupur/Tiruppur,Tamil Nadu + 8 more",Private,39 years old
7107,The Beer Cafe,3.6,(61 Reviews),"Gurgaon,Haryana + 9 more",Private,10 years old
7108,Joister Infomedi...,3.2,(61 Reviews),20 years old,Mumbai + 3 more,501-1k Employees (Global)
7109,Aryan Imaging & ...,3.4,(61 Reviews),"Pune,Maharashtra + 14 more",Private,19 years old
7110,Shemrock Group o...,4.2,(61 Reviews),New Delhi + 27 more,Private,33 years old
7111,Kasturba Medical...,4.6,(61 Reviews),69 years old,Udupi + 3 more,501-1k Employees (India)
7112,Hitek Syndicate,2.9,(61 Reviews),29 years old,New Delhi + 6 more,11-50 Employees (India)
7113,Mepro Pharmaceut...,4.5,(61 Reviews),40 years old,Mumbai + 4 more,1k-5k Employees (India)
7114,Klassic Wheels,3.5,(61 Reviews),28 years old,Ahmednagar + 4 more,51-200 Employees (India)
7115,China State Cons...,3.9,(61 Reviews),Beijing + 10 more,Private,40 years old
7116,Telecommunicatio...,3.7,(61 Reviews),"Delhi/NCR,Delhi + 19 more",Private,44 years old
7117,Rishi FIBC Solut...,3.6,(61 Reviews),Vadodara + 2 more,Private,15 years old
7118,Mgm Hospital,3.6,(61 Reviews),Navi Mumbai + 7 more,Private,29 years old
7119,Bondada Engineer...,4.1,(61 Reviews),Hyderabad + 12 more,Private,10 years old
7120,Liebherr Applian...,4.1,(61 Reviews),Aurangabad + 9 more,Private,73 years old
7121,Shetty Infraserv...,4.2,(61 Reviews),Mumbai + 6 more,Private,27 years old
7122,SRM Techsol,4.3,(61 Reviews),18 years old,"San Mateo,California",51-200 Employees (India)
7123,Virchow Laborato...,3.9,(61 Reviews),41 years old,Hyderabad + 3 more,201-500 Employees (India)
7124,ASA & Associates,3.6,(61 Reviews),"Delhi/NCR,Delhi + 7 more",Private,31 years old
7125,Redco Internatio...,4.3,(61 Reviews),40 years old,Doha + 2 more,5k-10k Employees (Global)
7126,Combined Group C...,4.4,(61 Reviews),57 years old,Ardiya + 5 more,11-50 Employees (India)
7127,Bird Group,3.8,(61 Reviews),51 years old,"Delhi/NCR,New Delhi + 4 more",1k-5k Employees (India)
7128,Tv18 Broadcast,4.1,(61 Reviews),Mumbai + 12 more,Public,26 years old
7129,SpeedLabs,3.0,(61 Reviews),"Mumbai,Maharashtra + 7 more",Private,7 years old
7130,Network Intellig...,4.4,(61 Reviews),New York + 6 more,Private,21 years old
7131,HCG Manavata Can...,4.4,(61 Reviews),15 years old,"Nashik,Maharashtra",501-1k Employees (Global)
7132,Riello Power Ind...,4.1,(61 Reviews),"Gurgaon/Gurugram,Haryana + 10 more",Private,12 years old
7133,OrigoFinance,4.4,(61 Reviews),6 years old,Hyderabad + 19 more,51-200 Employees (India)
7134,SKS Fasteners,3.9,(61 Reviews),"Pune,Maharashtra",Private,24 years old
7135,HP Global e-Busi...,4.4,(61 Reviews),83 years old,Palo Alto + 1 more,1-10 Employees (India)
7136,Garments India,4.6,(61 Reviews),Jaipur + 20 more,Private,44 years old
7137,Meenakshi Missio...,4.6,(61 Reviews),Madurai + 3 more,Private,32 years old
7138,Atos Services,4.1,(61 Reviews),Bezons + 8 more,Private,25 years old
7139,Pioneer e Soluti...,4.1,(61 Reviews),"New Delhi,Delhi + 20 more",Private,10 years old
7140,Dr Shroff Charit...,4.1,(61 Reviews),108 years old,"Delhi/NCR,New Delhi + 4 more",201-500 Employees (Global)
7141,BML Munjal Unive...,3.9,(61 Reviews),8 years old,"Delhi/NCR,New Delhi + 3 more",201-500 Employees (India)
7142,Jasubhai Enginee...,3.5,(61 Reviews),Mumbai + 6 more,Private,55 years old
7143,Insta Exhibition,3.2,(61 Reviews),Mumbai + 5 more,Private,19 years old
7144,NETPLUS Broadban...,3.6,(61 Reviews),8 years old,"Delhi/NCR,Delhi + 7 more",51-200 Employees (India)
7145,Jumbo Finvest In...,4.3,(61 Reviews),Jaipur + 15 more,Private,24 years old
7146,APEEJAY EDUCATIO...,3.3,(61 Reviews),New Delhi + 11 more,Private,55 years old
7147,Lulu Hypermarket,4.0,(61 Reviews),Abu Dhabi + 15 more,Private,22 years old
7148,OPTCL,4.5,(61 Reviews),18 years old,Bhubaneswar + 8 more,
7149,Tattva Spa,4.3,(61 Reviews),"Gurgaon,Haryana + 16 more",Private,11 years old
7150,QX Global Group,4.3,(61 Reviews),1k-5k Employees (India),"Skipton,North Yorkshire + 5 more",
7151,Aegis Associates,3.6,(61 Reviews),22 years old,New Delhi + 14 more,51-200 Employees (Global)
7152,Sandvik Mining a...,4.3,(61 Reviews),10k-50k Employees (Global),Udaipur + 8 more,
7153,Gea Process Engi...,4.0,(61 Reviews),141 years old,"Düsseldorf,Nordrhein-Westfalen + 3 more",501-1k Employees (India)
7154,Bharat Parentera...,3.6,(61 Reviews),"Vadodara/Baroda,Gujrat + 5 more",Public,30 years old
7155,SAS,4.3,(61 Reviews),"Cary,North Carolina + 10 more",Private,46 years old
7156,Adnet Global,3.1,(61 Reviews),27 years old,"Mumbai,Maharashtra + 2 more",201-500 Employees (India)
7157,Finolex,4.0,(614 Reviews),64 years old,"Pune,Maharashtra + 14 more",5k-10k Employees (Global)
7158,Dentsu Aegis Net...,3.5,(108 Reviews),"London,England + 10 more",Private,33 years old
7159,Cedcoss Technolo...,3.9,(63 Reviews),"Lucknow,Uttar Pradesh",Private,12 years old
7160,Cybertech System...,3.3,(62 Reviews),"Oak Brook,Illinois + 5 more",Private,27 years old
7161,Pearl Beverages,3.6,(60 Reviews),51-200 Employees (India),Guntur + 5 more,
7162,Haicheng Vivo Mo...,3.3,(60 Reviews),,New Delhi + 2 more,
7163,Elkayem Auto Anc...,3.4,(60 Reviews),34 years old,Hosur + 1 more,51-200 Employees (India)
7164,Fluidline Engine...,3.5,(60 Reviews),Kanpur + 6 more,Private,34 years old
7165,GSPL,4.5,(60 Reviews),Gandhinagar + 18 more,Public,43 years old
7166,NDS InfoServ,2.2,(60 Reviews),"Dallas,Texas + 9 more",Private,22 years old
7167,JSM Corporation,3.7,(60 Reviews),"Mumbai,Maharashtra + 10 more",Private,18 years old
7168,Surya Hospital,3.9,(60 Reviews),"Hosur,Tamil Nadu + 13 more",Private,30 years old
7169,Keys Hotels,4.5,(60 Reviews),"Mumbai,Maharashtra + 14 more",Private,16 years old
7170,Avasa Hotels,4.1,(60 Reviews),Hydrabad + 1 more,Private,10 years old
7171,CRMnext,3.9,(60 Reviews),"Noida,Uttar Pradesh + 1 more",Private,21 years old
7172,GreenPoint Globa...,3.0,(60 Reviews),Rye + 1 more,Private,21 years old
7173,GSS Infotech,3.2,(60 Reviews),"Hyderabad/Secunderabad,Telangana + 3 more",Public,23 years old
7174,St Stephens Hosp...,3.5,(60 Reviews),New Delhi + 3 more,Private,137 years old
7175,Ahlcon Parentera...,3.9,(60 Reviews),"Delhi/NCR,New Delhi + 4 more",Private,30 years old
7176,Sinhgad Technica...,4.0,(60 Reviews),"Pune,Maharashtra + 3 more",Private,29 years old
7177,Asmacs,4.1,(60 Reviews),Mumbai + 13 more,Private,38 years old
7178,Hindustan Copper,4.4,(60 Reviews),Kolkata + 2 more,Public,55 years old
7179,e-mug Technologi...,3.5,(60 Reviews),"Hyderabad/Secunderabad,Telangana + 5 more",Private,21 years old
7180,IIT Kharagpur,4.2,(60 Reviews),Kharagpur + 4 more,Private,71 years old
7181,Om Metals Infrap...,3.9,(60 Reviews),New Delhi + 7 more,Public,51 years old
7182,Firmenich Aromat...,4.4,(60 Reviews),"Meyrin,Geneva + 5 more",Private,127 years old
7183,Genisys Informat...,3.6,(60 Reviews),"London,England + 1 more",Private,17 years old
7184,Loyal Textile Mi...,3.8,(60 Reviews),"Chennai,Tamil Nadu + 7 more",Public,76 years old
7185,UBS Cognizant,3.6,(60 Reviews),,Hyderabad/Secunderabad + 7 more,
7186,Amrita Vidyalaya...,4.1,(60 Reviews),35 years old,New Delhi + 20 more,51-200 Employees (India)
7187,SQS Infosystems,4.0,(60 Reviews),Cologne,Private,40 years old
7188,Marque Impex,4.3,(60 Reviews),26 years old,Moradabad,1k-5k Employees (India)
7189,Hungama Digital ...,4.0,(60 Reviews),23 years old,"Mumbai,Maharashtra + 5 more",501-1k Employees (India)
7190,Microgen Hygiene,2.4,(60 Reviews),Mumbai + 10 more,Private,15 years old
7191,Thinksys Softwar...,4.3,(60 Reviews),"Sunnyvale,California + 1 more",Private,10 years old
7192,SCOPE T&M,3.0,(60 Reviews),34 years old,Pune + 6 more,51-200 Employees (India)
7193,JL Morison India,3.7,(60 Reviews),Mumbai + 16 more,Public,88 years old
7194,Rivoli Group,3.7,(60 Reviews),34 years old,Dubai + 4 more,1k-5k Employees (Global)
7195,SysArc Infomatix,3.9,(60 Reviews),"Chennai,Tamil Nadu + 3 more",Private,25 years old
7196,Zenith Leisure H...,4.0,(60 Reviews),25 years old,New Delhi + 8 more,51-200 Employees (India)
7197,SRIT,4.1,(60 Reviews),"Bangalore/Bengaluru,Karnataka + 14 more",Private,23 years old
7198,Yanfeng Automoti...,4.4,(60 Reviews),Shanghai + 2 more,Private,7 years old
7199,Isagro (Asia) Ag...,3.9,(60 Reviews),"Milan,Milan + 14 more",Private,29 years old
7200,Medical Trust Ho...,4.1,(60 Reviews),"Kochi/Cochin,Kerala + 15 more",Private,49 years old
7201,GSPL,4.5,(60 Reviews),Gandhinagar + 18 more,Public,43 years old
7202,Rossari Biotech,4.3,(60 Reviews),"Mumbai,Maharashtra + 9 more",Private,25 years old
7203,Merino Laminates,3.5,(60 Reviews),48 years old,Kolkata + 20 more,1k-5k Employees (Global)
7204,G Plast,3.9,(60 Reviews),Coimbatore,Private,38 years old
7205,Om Metals Infrap...,3.9,(60 Reviews),New Delhi + 7 more,Public,51 years old
7206,Madhavbaug,4.0,(60 Reviews),Thane + 14 more,Private,16 years old
7207,Amrita Vidyalaya...,4.1,(60 Reviews),35 years old,New Delhi + 20 more,51-200 Employees (India)
7208,SQS Infosystems,4.0,(60 Reviews),Cologne,Private,40 years old
7209,UBS Cognizant,3.6,(60 Reviews),,Hyderabad/Secunderabad + 7 more,
7210,Lazza Ice Creams,3.9,(60 Reviews),50 years old,Cochin + 17 more,1k-5k Employees (India)
7211,Genisys Informat...,3.6,(60 Reviews),"London,England + 1 more",Private,17 years old
7212,CRMnext,3.9,(60 Reviews),"Noida,Uttar Pradesh + 1 more",Private,21 years old
7213,Surya Hospital,3.9,(60 Reviews),"Hosur,Tamil Nadu + 13 more",Private,30 years old
7214,St Stephens Hosp...,3.5,(60 Reviews),New Delhi + 3 more,Private,137 years old
7215,Zenith Leisure H...,4.0,(60 Reviews),25 years old,New Delhi + 8 more,51-200 Employees (India)
7216,SysArc Infomatix,3.9,(60 Reviews),"Chennai,Tamil Nadu + 3 more",Private,25 years old
7217,Yanfeng Automoti...,4.4,(60 Reviews),Shanghai + 2 more,Private,7 years old
7218,SRIT,4.1,(60 Reviews),"Bangalore/Bengaluru,Karnataka + 14 more",Private,23 years old
7219,Akshaya,4.2,(60 Reviews),"Chennai,Tamil Nadu + 5 more",Private,27 years old
7220,Rivoli Group,3.7,(60 Reviews),34 years old,Dubai + 4 more,1k-5k Employees (Global)
7221,C1 India,3.6,(60 Reviews),"Gurgaon/Gurugram,Haryana + 5 more",Private,22 years old
7222,TNEB,4.4,(60 Reviews),Chennai + 15 more,Private,65 years old
7223,Frog CellSat,4.4,(60 Reviews),Noida + 6 more,Private,29 years old
7224,Konstelec Engine...,3.7,(60 Reviews),Mumbai + 6 more,Private,27 years old
7225,Avasa Hotels,4.1,(60 Reviews),Hydrabad + 1 more,Private,10 years old
7226,Rinac India,3.9,(60 Reviews),"Bangalore/Bengaluru,Karnataka + 12 more",Private,28 years old
7227,Windcare India,3.4,(60 Reviews),Gudimangalam + 5 more,Private,21 years old
7228,Stesalit,3.5,(60 Reviews),Kolkata + 12 more,Private,12 years old
7229,Fluidline Engine...,3.5,(60 Reviews),Kanpur + 7 more,Private,34 years old
7230,Apollo Fiege Int...,4.3,(60 Reviews),"Gurgaon/Gurugram,Haryana + 16 more",Private,10 years old
7231,UBS Cognizant,3.6,(60 Reviews),,Hyderabad/Secunderabad + 7 more,
7232,Swami Vivekanand...,3.7,(60 Reviews),"Meerut,Uttar Pradesh",Private,14 years old
7233,Six Sigma Soft S...,3.0,(60 Reviews),22 years old,"Chennai,Tamil Nadu + 16 more",51-200 Employees (India)
7234,Firmenich Aromat...,4.4,(60 Reviews),"Meyrin,Geneva + 5 more",Private,127 years old
7235,Marque Impex,4.3,(60 Reviews),26 years old,Moradabad,1k-5k Employees (India)
7236,Hungama Digital ...,4.0,(60 Reviews),23 years old,"Mumbai,Maharashtra + 5 more",501-1k Employees (India)
7237,Microgen Hygiene,2.4,(60 Reviews),Mumbai + 10 more,Private,15 years old
7238,Thinksys Softwar...,4.3,(60 Reviews),"Sunnyvale,California + 1 more",Private,10 years old
7239,Stanadyne India,3.9,(60 Reviews),Windsor,Private,146 years old
7240,D.B ENGINEERING,4.3,(60 Reviews),New Delhi + 6 more,Private,71 years old
7241,Acro Paints,3.6,(60 Reviews),New Delhi + 11 more,Public,33 years old
7242,Om Metals Infrap...,3.9,(60 Reviews),New Delhi + 7 more,Public,51 years old
7243,IIT Kharagpur,4.2,(60 Reviews),Kharagpur + 4 more,Private,71 years old
7244,Nipro Medical,4.0,(60 Reviews),"Osaka,Osaka-fu + 15 more",Private,68 years old
7245,United Biotech,4.0,(60 Reviews),"Delhi/NCR,New Delhi + 14 more",Private,25 years old
7246,SQS Infosystems,4.0,(60 Reviews),Cologne,Private,40 years old
7247,MGM Medical Coll...,4.3,(60 Reviews),Jamshedpur + 8 more,Private,61 years old
7248,Amrita Vidyalaya...,4.1,(60 Reviews),35 years old,New Delhi + 20 more,51-200 Employees (India)
7249,Azadea Group,4.2,(60 Reviews),44 years old,Beirut + 9 more,10k-50k Employees (Global)
7250,Srinivasa Sales ...,3.5,(60 Reviews),Hyderabad + 7 more,Private,13 years old
